"tailnum","year","type","manufacturer","model","engines","seats","speed","engine"
"N457UA",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N457WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N458UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N458WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N459AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N459UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N459WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N460UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N460WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N461AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N461UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N461WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N462AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N462UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N462WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N463UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N463WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N464AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N464UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N464WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N465UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N465WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N466SW",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N466UA",NA,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N466WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N467AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N467AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N467UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N467WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N468AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N468AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N468UA",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N468WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N469AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N469UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N469WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N470AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N470UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N470WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N471AS",2014,"Fixed wing multi engine","BOEING","737-990ER",2,222,NA,"Turbo-fan"
"N471CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N471UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N472AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N472CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N472UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N472WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N473AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N473UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N473WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N47414",2008,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N474UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N474WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N475UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N475WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N476AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N476UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N476WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N477AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N477CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N477UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N477WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N478AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N478UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N478WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N479CA",2002,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N479UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N479WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N480AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N480UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N480WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N481AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N481UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N481WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N482UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N482WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N483UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N483WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N484UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N484WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N485UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N485WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N486AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N486UA",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N486WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N487AA",1988,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N487UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N487WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N488UA",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N488WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N489UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N489WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N490AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N490UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N490WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N491UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N491WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N492UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N492WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N493UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N493WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N494CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N494UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N494WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N495CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N495UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N495WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N496AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N496UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N496WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N497UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N497WN",2004,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N498CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N498UA",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N498WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N499AA",1989,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N499WN",2005,"Fixed wing multi engine","BOEING","737-7H4",2,140,NA,"Turbo-fan"
"N500WR",2014,"Fixed wing multi engine","BOEING","737-8H4",2,140,NA,"Turbo-fan"
"N503JB",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N504JB",1999,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N505JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N506AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N506JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N507AY",2008,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N507CA",2003,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2B19",2,55,NA,"Turbo-fan"
"N508AA",1975,"Rotorcraft","BELL","206B",1,5,112,"Turbo-shaft"
"N508AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N508AY",2008,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N508JB",2007,"Fixed wing single engine","CIRRUS DESIGN CORP","SR22",1,4,NA,"Reciprocating"
"N509AY",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N509JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N509SW",1990,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N510JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N510UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N512AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N512UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N513AA",1990,"Fixed wing multi engine","MCDONNELL DOUGLAS","DC-9-82(MD-82)",2,172,NA,"Turbo-fan"
"N513AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N513UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N514AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N514SW",1991,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N516AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N516JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N516UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N517AS",2008,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N517JB",2000,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N518AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N519AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N519JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N519US",1986,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N519UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N520AA",1985,"Fixed wing single engine","KILDALL GARY","FALCON-XP",1,2,NA,"Reciprocating"
"N520AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N520JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N520SW",1991,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N520UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N520UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N521JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N521SW",1991,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N521US",1986,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N521UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N521VA",2006,"Fixed wing multi engine","AIRBUS","A319-115",2,147,NA,"Turbo-fan"
"N522SW",1992,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N522UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N522US",1987,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N522VA",2006,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N523AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N523JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N523UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N523US",1987,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N523UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N523VA",2007,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N524AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N524JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N524SW",1992,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N524UA",1990,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N524UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N524VA",2007,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N525AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N525SW",1992,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N525VA",2007,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N526AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N526SW",1992,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N526UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N526VA",2008,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N527AS",NA,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N527SW",1992,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N527VA",2008,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N528AA",NA,"Fixed wing single engine","LAMBERT RICHARD","FALCON XP",1,2,NA,"Reciprocating"
"N528AS",2009,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N528SW",1992,"Fixed wing multi engine","BOEING","737-5H4",2,149,NA,"Turbo-jet"
"N528UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N528VA",2008,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N529AS",2010,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N529JB",2001,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N529UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N529VA",2008,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N530AS",2010,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N530US",1988,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N530VA",2008,"Fixed wing multi engine","AIRBUS","A319-112",2,100,NA,"Turbo-fan"
"N531AS",2010,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N531JB",NA,"Fixed wing single engine","BARKER JACK L","ZODIAC 601HDS",1,2,NA,"Reciprocating"
"N532AS",2010,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N532US",1988,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N533AS",2011,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N533US",1988,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N53441",NA,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N53442",2009,"Fixed wing multi engine","BOEING","737-924ER",2,191,NA,"Turbo-fan"
"N534AS",2011,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N534JB",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N534US",1988,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N534UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N535AS",2011,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N535JB",2002,"Fixed wing multi engine","AIRBUS INDUSTRIE","A320-232",2,200,NA,"Turbo-fan"
"N535UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N535UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N536AS",2012,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N536JB",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N536UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N536UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N537AS",2012,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N537JB",2012,"Rotorcraft","ROBINSON HELICOPTER CO","R66",1,5,NA,"Turbo-shaft"
"N537UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N537UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N538AS",2012,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N538UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N539US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N539UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N540US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N540UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N541US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N541UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N54241",1999,"Fixed wing multi engine","BOEING","737-824",2,149,NA,"Turbo-fan"
"N542US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N542UW",2009,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N543UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N543US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N543UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N544UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N544US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N544UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N545AA",1976,"Fixed wing single engine","PIPER","PA-32R-300",1,7,126,"Reciprocating"
"N545UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N545US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N545UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N546AS",2005,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N546US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N546UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N54711",1998,"Fixed wing multi engine","BOEING","737-724",2,149,NA,"Turbo-jet"
"N547JB",2002,"Fixed wing multi engine","AIRBUS","A320-232",2,200,NA,"Turbo-fan"
"N547UA",1991,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N547US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N547UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N548AS",2005,"Fixed wing multi engine","BOEING","737-890",2,149,NA,"Turbo-fan"
"N548CA",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N548UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N548US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N548UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N549AS",2005,"Fixed wing multi engine","BOEING","737-8FH",2,149,NA,"Turbo-fan"
"N549CA",2008,"Fixed wing multi engine","BOMBARDIER INC","CL-600-2D24",2,95,NA,"Turbo-fan"
"N549UA",1992,"Fixed wing multi engine","BOEING","757-222",2,178,NA,"Turbo-jet"
"N549US",1996,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
"N549UW",2011,"Fixed wing multi engine","AIRBUS","A321-231",2,379,NA,"Turbo-fan"
"N550AA",2003,"Fixed wing multi engine","GULFSTREAM AEROSPACE","GV-SP (G550)",2,20,NA,"Turbo-fan"
"N550NW",2001,"Fixed wing multi engine","BOEING","757-251",2,178,NA,"Turbo-jet"
